haushalt;haushalt_beschreibung;haushaltstelle;einzelplan;unterabschnitt;haushaltkonto;jahr;wert;soll_ist;einnahme_ausgabe;vermerke;fb;haushaltstelle_beschreibung;haushaltstelle_beschreibung_detail;einzelplan_beschreibung;unterabschnitt_beschreibung;seite
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.21501.95001";"2";"21501";"95001";2014;21000;"Soll";"Ausgabe";"";"400";"Tiefbaumaßnahmen";"";"Schulen";"";"1207"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.21501.9630";"2";"21501";"9630";2014;30500;"Soll";"Ausgabe";"";"400";"Betriebstechnische Anlagen ";"Auflösung Hausmeisterwohnung";"Schulen";"";"1207"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.21502.3610";"2";"21502";"3610";2014;75000;"Soll";"Einnahme";"EinR.=9999";"9400";"Investitionszuweisungen vom Land ";". ERLÄUTERUNG im INVESTITIONSPROGRAMM 2014 bis 2018 vgl. UA 21502/00";"Schulen";"";"1208"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.21502.93512";"2";"21502";"93512";2014;2000;"Soll";"Ausgabe";"";"400";"Zimmerausstattungen Mittagsbetreuung, Schulausst. ";"MS:offene GTB drei Gruppen mit 75 Schülern je 20 EUR Sachkostenpauschale GS: 1 Gruppe Mittagsbetreuuung mit 500 EUR";"Schulen";"";"1208"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.21502.93901";"2";"21502";"93901";2014;1900;"Soll";"Ausgabe";"EinR.=9170, gegsD=9391";"170";"Erwerb von beweglichen Sachen des Anlagevermögens EDV-Ausstattung - Ersatz";"";"Schulen";"";"1208"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.21502.93902";"2";"21502";"93902";2014;4800;"Soll";"Ausgabe";"EinR.=9170, gegsD=9391";"170";"Erwerb von beweglichen Sachen des Anlagevermögens EDV-Ausstattung - Neu";"";"Schulen";"";"1208"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.21502.9450";"2";"21502";"9450";2014;75000;"Soll";"Ausgabe";"EinR.=9999";"9400";"Erweiterungs-, Um- und Ausbauten ";". ERLÄUTERUNG im INVESTITIONSPROGRAMM 2014 bis 2018 vgl. UA 21502/00";"Schulen";"";"1208"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.21502.96300";"2";"21502";"96300";2014;6000;"Soll";"Ausgabe";"";"400";"Betriebstechnische Anlagen";"";"Schulen";"";"1208"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.21503.36103";"2";"21503";"36103";2014;75000;"Soll";"Einnahme";"EinR.=9999";"9400";"Investitionszuweisungen vom Land ";". ERLÄUTERUNG im INVESTITIONSPROGRAMM 2013 bis 2017 vgl. UA 21503/03";"Schulen";"";"1210"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.21503.9328";"2";"21503";"9328";2014;74150;"Soll";"Ausgabe";"";"";"Erschließungsbeiträge";"";"Schulen";"";"1210"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.21503.93512";"2";"21503";"93512";2014;5000;"Soll";"Ausgabe";"";"400";"Zimmerausstattungen Mittagsbetreuung, Schulausst. ";"MS:offene GTB drei Gruppen mit 75 Schülern je 20 EUR Sachkostenpauschale GS: 7 Gruppen Mittagsbetreuung a 500 EUR";"Schulen";"";"1210"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.21503.93560";"2";"21503";"93560";2014;35000;"Soll";"Ausgabe";"";"400";"Schulausstattungen";"";"Schulen";"";"1210"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.21503.93901";"2";"21503";"93901";2014;21000;"Soll";"Ausgabe";"EinR.=9170, gegsD=9391";"170";"Erwerb von beweglichen Sachen des Anlagevermögens EDV-Ausstattung - Ersatz";"";"Schulen";"";"1210"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.21503.93902";"2";"21503";"93902";2014;14800;"Soll";"Ausgabe";"EinR.=9170, gegsD=9391";"170";"Erwerb von beweglichen Sachen des Anlagevermögens EDV-Ausstattung - Neu";"";"Schulen";"";"1210"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.21503.94500";"2";"21503";"94500";2014;24000;"Soll";"Ausgabe";"";"400";"Erweiterungs-, Um- und Ausbauten";"";"Schulen";"";"1210"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2202.9351";"2";"2202";"9351";2014;3000;"Soll";"Ausgabe";"gegsD=2202";"400";"Zimmerausstattungen ";"Mobiliar f. Freiarbeit u. ä.";"Schulen";"Realschule 'Am Judenstein'";"1212"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2202.93512";"2";"2202";"93512";2014;1500;"Soll";"Ausgabe";"";"400";"Zimmerausstattungen Mittagsbetreuung, Schulausst. ";"offene GTB drei Gruppen mit 75 Schülern je 20 Euro Sachkostenpauschale";"Schulen";"Realschule 'Am Judenstein'";"1212"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2202.9356";"2";"2202";"9356";2014;1900;"Soll";"Ausgabe";"gegsD=2202";"400";"Schulausstattungen ";"Musikinstrumente";"Schulen";"Realschule 'Am Judenstein'";"1212"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2202.9361";"2";"2202";"9361";2014;6000;"Soll";"Ausgabe";"gegsD=2202";"400";"Zimmerausstattungen -Ersatzbeschaffung-";"";"Schulen";"Realschule 'Am Judenstein'";"1212"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2202.9366";"2";"2202";"9366";2014;10000;"Soll";"Ausgabe";"gegsD=2202";"400";"Schulausstattungen -Ersatzbeschaffung-";"";"Schulen";"Realschule 'Am Judenstein'";"1212"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2202.93901";"2";"2202";"93901";2014;30000;"Soll";"Ausgabe";"EinR.=9170, gegsD=9391";"170";"Erwerb von beweglichen Sachen des Anlagevermögens EDV-Ausstattung - Ersatz";"";"Schulen";"Realschule 'Am Judenstein'";"1213"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2202.93902";"2";"2202";"93902";2014;5100;"Soll";"Ausgabe";"EinR.=9170, gegsD=9391";"170";"Erwerb von beweglichen Sachen des Anlagevermögens EDV-Ausstattung - Neu";"";"Schulen";"Realschule 'Am Judenstein'";"1213"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2203.9351";"2";"2203";"9351";2014;2900;"Soll";"Ausgabe";"gegsD=2203";"400";"Zimmerausstattungen ";"Vorhänge";"Schulen";"Realschule 'Albert-Schweitzer'";"1215"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2203.93512";"2";"2203";"93512";2014;2500;"Soll";"Ausgabe";"";"400";"Zimmerausstattungen Mittagsbetreuung, Schulausst. ";"offene GTB drei Gruppen mit 75 Schülern je 20 Euro Sachkostenpauschale Gebundener Ganztagszug zwei Klassen mit 50 Schülern je 20 Euro Sachkostenpauschale";"Schulen";"Realschule 'Albert-Schweitzer'";"1215"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2203.9356";"2";"2203";"9356";2014;5200;"Soll";"Ausgabe";"gegsD=2203";"400";"Schulausstattungen ";"Diverse Fachbereiche";"Schulen";"Realschule 'Albert-Schweitzer'";"1215"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2203.9361";"2";"2203";"9361";2014;7000;"Soll";"Ausgabe";"gegsD=2203";"400";"Zimmerausstattungen -Ersatzbeschaffung-";"";"Schulen";"Realschule 'Albert-Schweitzer'";"1215"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2203.9366";"2";"2203";"9366";2014;6600;"Soll";"Ausgabe";"gegsD=2203";"400";"Schulausstattungen -Ersatzbeschaffung- ";"für dieverse FB";"Schulen";"Realschule 'Albert-Schweitzer'";"1215"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2203.93901";"2";"2203";"93901";2014;20650;"Soll";"Ausgabe";"EinR.=9170, gegsD=9391";"170";"Erwerb von beweglichen Sachen des Anlagevermögens EDV-Ausstattung - Ersatz";"";"Schulen";"Realschule 'Albert-Schweitzer'";"1215"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2203.93902";"2";"2203";"93902";2014;7800;"Soll";"Ausgabe";"EinR.=9170, gegsD=9391";"170";"Erwerb von beweglichen Sachen des Anlagevermögens EDV-Ausstattung - Neu";"";"Schulen";"Realschule 'Albert-Schweitzer'";"1215"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2203.9633";"2";"2203";"9633";2014;69000;"Soll";"Ausgabe";"EinR.=9999";"9400";"Betriebstechnische Anlagen ";". ERLÄUTERUNG im INVESTITIONSPROGRAMM 2014 bis 2018 vgl. UA 2203/07";"Schulen";"Realschule 'Albert-Schweitzer'";"1216"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2203.9635";"2";"2203";"9635";2014;34500;"Soll";"Ausgabe";"";"";"Betriebstechnische Anlagen";"";"Schulen";"Realschule 'Albert-Schweitzer'";"1216"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2302.9351";"2";"2302";"9351";2014;2500;"Soll";"Ausgabe";"gegsD=2302";"400";"Zimmerausstattungen";"";"Schulen";"Gymnasium 'Von-Müller'";"1218"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2302.93512";"2";"2302";"93512";2014;8000;"Soll";"Ausgabe";"";"400";"Zimmerausstattungen Mittagsbetreuung, Schulausst. ";"gebundene GTB 16 Klassen mit 400 Schülern je 20 Euro Sachkostenpauschale";"Schulen";"Gymnasium 'Von-Müller'";"1219"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2302.9352";"2";"2302";"9352";2014;500;"Soll";"Ausgabe";"gegsD=2302";"400";"Arbeitsgeräte und Maschinen";"";"Schulen";"Gymnasium 'Von-Müller'";"1219"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2302.93561";"2";"2302";"93561";2014;5800;"Soll";"Ausgabe";"gegsD=2302";"400";"Schulausstattungen ";"f. diverse Fachbereiche";"Schulen";"Gymnasium 'Von-Müller'";"1219"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2302.9361";"2";"2302";"9361";2014;18000;"Soll";"Ausgabe";"gegsD=2302";"400";"Zimmerausstattungen -Ersatzbeschaffung- ";"für Ganztagsschule, Klassenräume u. Kursräume";"Schulen";"Gymnasium 'Von-Müller'";"1219"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2302.9366";"2";"2302";"9366";2014;15400;"Soll";"Ausgabe";"gegsD=2302";"400";"Schulausstattungen -Ersatzbeschaffung- ";"Ausstattungen diverser Fachbereiche";"Schulen";"Gymnasium 'Von-Müller'";"1219"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2302.93901";"2";"2302";"93901";2014;48500;"Soll";"Ausgabe";"EinR.=9170, gegsD=9391";"170";"Erwerb von beweglichen Sachen des Anlagevermögens EDV-Ausstattung - Ersatz";"";"Schulen";"Gymnasium 'Von-Müller'";"1219"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2302.93902";"2";"2302";"93902";2014;22200;"Soll";"Ausgabe";"EinR.=9170, gegsD=9391";"170";"Erwerb von beweglichen Sachen des Anlagevermögens EDV-Ausstattung - Neu";"";"Schulen";"Gymnasium 'Von-Müller'";"1219"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2302.96309";"2";"2302";"96309";2014;16000;"Soll";"Ausgabe";"EinR.=9170, gegsD=9391";"170";"Betriebstechnische Anlagen Leitungsinstallation und Montagearbeiten für Beamer";"";"Schulen";"Gymnasium 'Von-Müller'";"1220"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2302.96312";"2";"2302";"96312";2014;20000;"Soll";"Ausgabe";"";"400";"Betriebstechnische Anlagen";"";"Schulen";"Gymnasium 'Von-Müller'";"1220"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2352.3610";"2";"2352";"3610";2014;500000;"Soll";"Einnahme";"EinR.=9999";"9400";"Investitionszuweisungen vom Land ";". ERLÄUTERUNG im INVESTITIONSPROGRAMM 2014 bis 2018 vgl. UA 2352/01";"Schulen";"Staatliches Gymnasium 'Albertus-Magnus'";"1221"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2352.3620";"2";"2352";"3620";2014;200000;"Soll";"Einnahme";"EinR.=9999";"9400";"Investitionszuweisungen von Gemeinden und Gemeinde- verbänden ";". ERLÄUTERUNG im INVESTITIONSPROGRAMM 2014 bis 2018 vgl. UA 2352/01";"Schulen";"Staatliches Gymnasium 'Albertus-Magnus'";"1221"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2352.9351";"2";"2352";"9351";2014;1500;"Soll";"Ausgabe";"gegsD=2352";"400";"Zimmerausstattungen";"";"Schulen";"Staatliches Gymnasium 'Albertus-Magnus'";"1221"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2352.93512";"2";"2352";"93512";2014;2500;"Soll";"Ausgabe";"";"400";"Zimmerausstattungen Mittagsbetreuung, Schulausst. ";"offene GTB fünf Gruppen mit 125 Schülern je 20 Euro Sachkostenpauschale";"Schulen";"Staatliches Gymnasium 'Albertus-Magnus'";"1222"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2352.9356";"2";"2352";"9356";2014;12600;"Soll";"Ausgabe";"gegsD=2352";"400";"Schulausstattungen ";"Diverse Fachbereiche";"Schulen";"Staatliches Gymnasium 'Albertus-Magnus'";"1222"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2352.93561";"2";"2352";"93561";2014;207000;"Soll";"Ausgabe";"EinR.=9999";"9400";"Schulausstattungen ";". ERLÄUTERUNG im INVESTITIONSPROGRAMM 2014 bis 2018 vgl. UA 2352/01";"Schulen";"Staatliches Gymnasium 'Albertus-Magnus'";"1222"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2352.9361";"2";"2352";"9361";2014;7650;"Soll";"Ausgabe";"gegsD=2352";"400";"Zimmerausstattungen -Ersatzbeschaffung-";"";"Schulen";"Staatliches Gymnasium 'Albertus-Magnus'";"1222"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2352.9366";"2";"2352";"9366";2014;6000;"Soll";"Ausgabe";"gegsD=2352";"400";"Schulausstattungen -Ersatzbeschaffung-";"";"Schulen";"Staatliches Gymnasium 'Albertus-Magnus'";"1222"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2352.93901";"2";"2352";"93901";2014;28000;"Soll";"Ausgabe";"EinR.=9170, gegsD=9391";"170";"Erwerb von beweglichen Sachen des Anlagevermögens EDV-Ausstattung - Ersatz";"";"Schulen";"Staatliches Gymnasium 'Albertus-Magnus'";"1222"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2352.93902";"2";"2352";"93902";2014;7400;"Soll";"Ausgabe";"EinR.=9170, gegsD=9391";"170";"Erwerb von beweglichen Sachen des Anlagevermögens EDV-Ausstattung - Neu";"";"Schulen";"Staatliches Gymnasium 'Albertus-Magnus'";"1222"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2352.9420";"2";"2352";"9420";2014;3700000;"Soll";"Ausgabe";"EinR.=9999";"9400";"Gebäudeneubau ";". ERLÄUTERUNG im INVESTITIONSPROGRAMM 2014 bis 2018 vgl. UA 2352/01";"Schulen";"Staatliches Gymnasium 'Albertus-Magnus'";"1223"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2352.9490";"2";"2352";"9490";2014;85000;"Soll";"Ausgabe";"EinR.=9999";"9400";"Baunebenkosten: Hochbau ";". ERLÄUTERUNG im INVESTITIONSPROGRAMM 2014 bis 2018 vgl. UA 2352/01";"Schulen";"Staatliches Gymnasium 'Albertus-Magnus'";"1223"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2352.96311";"2";"2352";"96311";2014;55000;"Soll";"Ausgabe";"EinR.=9999";"9400";"Betriebstechnische Anlagen ";". ERLÄUTERUNG im INVESTITIONSPROGRAMM 2014 bis 2018 vgl. UA 2352/01";"Schulen";"Staatliches Gymnasium 'Albertus-Magnus'";"1224"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2353.9351";"2";"2353";"9351";2014;4000;"Soll";"Ausgabe";"gegsD=2353";"400";"Zimmerausstattungen ";"Diverses Mobiliar, Vorhänge";"Schulen";"Staatliches Gymnasium 'Albrecht-Altdorfer'";"1225"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2353.93512";"2";"2353";"93512";2014;2000;"Soll";"Ausgabe";"";"400";"Zimmerausstattungen Mittagsbetreuung, Schulausst. ";"offene GTB vier Gruppen mit 100 Schülern je 20 Euro Sachkostenpauschale";"Schulen";"Staatliches Gymnasium 'Albrecht-Altdorfer'";"1226"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2353.9356";"2";"2353";"9356";2014;10800;"Soll";"Ausgabe";"gegsD=2353";"400";"Schulausstattungen ";"naturwissenschaftl. Ausstattung, Sportgeräte, Musikausstattung";"Schulen";"Staatliches Gymnasium 'Albrecht-Altdorfer'";"1226"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2353.9361";"2";"2353";"9361";2014;8500;"Soll";"Ausgabe";"gegsD=2353";"400";"Zimmerausstattungen -Ersatzbeschaffung- ";"Diverse Ausstattung";"Schulen";"Staatliches Gymnasium 'Albrecht-Altdorfer'";"1226"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2353.9366";"2";"2353";"9366";2014;4300;"Soll";"Ausgabe";"gegsD=2353";"400";"Schulausstattungen -Ersatzbeschaffung- ";"Diverse Ausstattung";"Schulen";"Staatliches Gymnasium 'Albrecht-Altdorfer'";"1226"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2353.93901";"2";"2353";"93901";2014;32000;"Soll";"Ausgabe";"EinR.=9170, gegsD=9391";"170";"Erwerb von beweglichen Sachen des Anlagevermögens EDV-Ausstattung - Ersatz";"";"Schulen";"Staatliches Gymnasium 'Albrecht-Altdorfer'";"1226"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2353.93902";"2";"2353";"93902";2014;11000;"Soll";"Ausgabe";"EinR.=9170, gegsD=9391";"170";"Erwerb von beweglichen Sachen des Anlagevermögens EDV-Ausstattung - Neu";"";"Schulen";"Staatliches Gymnasium 'Albrecht-Altdorfer'";"1226"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2354.3610";"2";"2354";"3610";2014;450000;"Soll";"Einnahme";"EinR.=9999";"9400";"Investitionszuweisungen vom Land ";". ERLÄUTERUNG im INVESTITIONSPROGRAMM 2014 bis 2018 vgl. UA 2354/02";"Schulen";"Staatliches Gymnasium 'Goethe'";"1228"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2354.9351";"2";"2354";"9351";2014;1000;"Soll";"Ausgabe";"gegsD=2354";"400";"Zimmerausstattungen";"";"Schulen";"Staatliches Gymnasium 'Goethe'";"1228"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2354.93512";"2";"2354";"93512";2014;2000;"Soll";"Ausgabe";"";"400";"Zimmerausstattungen Mittagsbetreuung, Schulausst. ";"offene GTB vier Gruppen mit 100 Schülern je 20 Euro Sachkostenpauschale";"Schulen";"Staatliches Gymnasium 'Goethe'";"1228"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2354.9356";"2";"2354";"9356";2014;6000;"Soll";"Ausgabe";"gegsD=2354";"400";"Schulausstattungen ";"Diverse Schulausstattung";"Schulen";"Staatliches Gymnasium 'Goethe'";"1228"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2354.9360";"2";"2354";"9360";2014;2900;"Soll";"Ausgabe";"";"400";"Erwerb von beweglichen Sachen des Anlagevermögens -Ersatzbeschaffung-";"";"Schulen";"Staatliches Gymnasium 'Goethe'";"1228"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2354.9361";"2";"2354";"9361";2014;3000;"Soll";"Ausgabe";"gegsD=2354";"400";"Zimmerausstattungen -Ersatzbeschaffung- ";"diverse Zimmerausstattung";"Schulen";"Staatliches Gymnasium 'Goethe'";"1228"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2354.9366";"2";"2354";"9366";2014;4200;"Soll";"Ausgabe";"gegsD=2354";"400";"Schulausstattungen -Ersatzbeschaffung- ";"Dokumentenkameras, TV-Geräte Experimentierkästen f. FB Chemie";"Schulen";"Staatliches Gymnasium 'Goethe'";"1228"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2354.9382";"2";"2354";"9382";2014;2000;"Soll";"Ausgabe";"gegsD=2354";"400";"Arbeitsgeräte und Maschinen";"";"Schulen";"Staatliches Gymnasium 'Goethe'";"1229"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2354.93901";"2";"2354";"93901";2014;12500;"Soll";"Ausgabe";"EinR.=9170, gegsD=9391";"170";"Erwerb von beweglichen Sachen des Anlagevermögens EDV-Ausstattung - Ersatz";"";"Schulen";"Staatliches Gymnasium 'Goethe'";"1229"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2354.93902";"2";"2354";"93902";2014;5500;"Soll";"Ausgabe";"EinR.=9170, gegsD=9391";"170";"Erwerb von beweglichen Sachen des Anlagevermögens EDV-Ausstattung - Neu";"";"Schulen";"Staatliches Gymnasium 'Goethe'";"1229"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2354.9500";"2";"2354";"9500";2014;256000;"Soll";"Ausgabe";"EinR.=9999";"9400";"Tiefbaumaßnahmen Überarbeitung Außen- und Freisportanlagen ";". ERLÄUTERUNG im INVESTITIONSPROGRAMM 2014 bis 2018 vgl. UA 2354/02";"Schulen";"Staatliches Gymnasium 'Goethe'";"1230"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2355.9351";"2";"2355";"9351";2014;5000;"Soll";"Ausgabe";"gegsD=2355";"400";"Zimmerausstattungen ";"diverse Zimmerausstattung";"Schulen";"Staatliches Gymnasium 'Werner-von-Siemens'";"1232"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2355.9356";"2";"2355";"9356";2014;15400;"Soll";"Ausgabe";"gegsD=2355";"400";"Schulausstattungen ";"FB Naturwissenschaften,";"Schulen";"Staatliches Gymnasium 'Werner-von-Siemens'";"1233"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2355.9361";"2";"2355";"9361";2014;8000;"Soll";"Ausgabe";"gegsD=2355";"400";"Zimmerausstattungen -Ersatzbeschaffung- ";"Diverse Ausstattung";"Schulen";"Staatliches Gymnasium 'Werner-von-Siemens'";"1233"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2355.9366";"2";"2355";"9366";2014;18000;"Soll";"Ausgabe";"gegsD=2355";"400";"Schulausstattungen -Ersatzbeschaffung- ";"Ersatzausstattung f. diverse Fachbereiche";"Schulen";"Staatliches Gymnasium 'Werner-von-Siemens'";"1233"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2355.93901";"2";"2355";"93901";2014;32000;"Soll";"Ausgabe";"EinR.=9170, gegsD=9391";"170";"Erwerb von beweglichen Sachen des Anlagevermögens EDV-Ausstattung - Ersatz";"";"Schulen";"Staatliches Gymnasium 'Werner-von-Siemens'";"1233"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2355.93902";"2";"2355";"93902";2014;8500;"Soll";"Ausgabe";"EinR.=9170, gegsD=9391";"170";"Erwerb von beweglichen Sachen des Anlagevermögens EDV-Ausstattung - Neu";"";"Schulen";"Staatliches Gymnasium 'Werner-von-Siemens'";"1233"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2355.9581";"2";"2355";"9581";2014;9000;"Soll";"Ausgabe";"";"400";"Sonstige Tiefbaumaßnahmen u.ä. ";"Erweitern Fahrradständeranlage";"Schulen";"Staatliches Gymnasium 'Werner-von-Siemens'";"1234"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2401.36105";"2";"2401";"36105";2014;90000;"Soll";"Einnahme";"EinR.=9999";"9400";"Investitionszuweisungen vom Land ";". ERLÄUTERUNG im INVESTITIONSPROGRAMM 2014 bis 2018 vgl. UA 2401/04";"Schulen";"Städtische Berufsschule I";"1237"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2401.36106";"2";"2401";"36106";2014;20000;"Soll";"Einnahme";"EinR.=9999";"9400";"Investitionszuweisungen vom Land ";". ERLÄUTERUNG im INVESTITIONSPROGRAMM 2013 bis 2017 vgl. UA 2401/06";"Schulen";"Städtische Berufsschule I";"1237"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2401.9351";"2";"2401";"9351";2014;7500;"Soll";"Ausgabe";"gegsD=2401";"400";"Zimmerausstattungen";"";"Schulen";"Städtische Berufsschule I";"1238"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2401.93524";"2";"2401";"93524";2014;190000;"Soll";"Ausgabe";"EinR.=9999, gegsD=2404";"9400";"Arbeitsgeräte und Maschinen ";". ERLÄUTERUNG im INVESTITIONSPROGRAMM 2014 bis 2018 vgl. UA 2401/04";"Schulen";"Städtische Berufsschule I";"1238"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2401.9356";"2";"2401";"9356";2014;27200;"Soll";"Ausgabe";"gegsD=2401";"400";"Schulausstattungen";"";"Schulen";"Städtische Berufsschule I";"1238"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2401.93565";"2";"2401";"93565";2014;25000;"Soll";"Ausgabe";"EinR.=9999";"9400";"Schulausstattungen ";". ERLÄUTERUNG im INVESTITIONSPROGRAMM 2014 bis 2018 vgl. UA 2401/05";"Schulen";"Städtische Berufsschule I";"1239"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2401.9361";"2";"2401";"9361";2014;6500;"Soll";"Ausgabe";"gegsD=2401";"400";"Zimmerausstattungen -Ersatzbeschaffung- Klassenzimmereinrichtung ";"Klassenzimmermobiliar";"Schulen";"Städtische Berufsschule I";"1239"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2401.9362";"2";"2401";"9362";2014;11600;"Soll";"Ausgabe";"gegsD=2401";"400";"Arbeitsgeräte und Maschinen -Ersatzbeschaffung- ";"Diverse Geräte";"Schulen";"Städtische Berufsschule I";"1239"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2401.9366";"2";"2401";"9366";2014;26600;"Soll";"Ausgabe";"gegsD=2401";"400";"Schulausstattungen -Ersatzbeschaffung- ";"8 Messkoffer f. Inbetriebnahme nach TAB";"Schulen";"Städtische Berufsschule I";"1239"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2401.9367";"2";"2401";"9367";2014;35000;"Soll";"Ausgabe";"";"400";"Beschaffung von Fahrzeugen -Ersatzbeschaffung-";"";"Schulen";"Städtische Berufsschule I";"1239"
