haushalt;haushalt_beschreibung;haushaltstelle;einzelplan;unterabschnitt;haushaltkonto;jahr;wert;soll_ist;einnahme_ausgabe;vermerke;fb;haushaltstelle_beschreibung;haushaltstelle_beschreibung_detail;einzelplan_beschreibung;unterabschnitt_beschreibung;seite
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2401.93566";"2";"2401";"93566";2015;0;"Soll";"Ausgabe";"EinR.=9999";"9400";"Schulausstattungen ";". ERLÄUTERUNG im INVESTITIONSPROGRAMM 2013 bis 2017 vgl. UA 2401/06";"Schulen";"Städtische Berufsschule I";"1239"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2401.93567";"2";"2401";"93567";2015;0;"Soll";"Ausgabe";"EinR.=9999";"9400";"Schulausstattungen ";". ERLÄUTERUNG im INVESTITIONSPROGRAMM 2014 bis 2018 vgl. UA 2401/07";"Schulen";"Städtische Berufsschule I";"1239"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2401.93592";"2";"2401";"93592";2015;0;"Soll";"Ausgabe";"";"9400";"Erwerb von sonst. beweglichen Sachen des Anlagevermögens";"";"Schulen";"Städtische Berufsschule I";"1239"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2401.9361";"2";"2401";"9361";2015;4000;"Soll";"Ausgabe";"gegsD=2401";"400";"Zimmerausstattungen -Ersatzbeschaffung- Klassenzimmereinrichtung ";"Klassenzimmermobiliar";"Schulen";"Städtische Berufsschule I";"1239"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2401.9362";"2";"2401";"9362";2015;20000;"Soll";"Ausgabe";"gegsD=2401";"400";"Arbeitsgeräte und Maschinen -Ersatzbeschaffung- ";"Diverse Geräte";"Schulen";"Städtische Berufsschule I";"1239"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2401.9366";"2";"2401";"9366";2015;16000;"Soll";"Ausgabe";"gegsD=2401";"400";"Schulausstattungen -Ersatzbeschaffung- ";"8 Messkoffer f. Inbetriebnahme nach TAB";"Schulen";"Städtische Berufsschule I";"1239"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2401.93660";"2";"2401";"93660";2015;0;"Soll";"Ausgabe";"EinR.=9999";"9400";"Schulausstattungen -Ersatzbeschaffung- ";". ERLÄUTERUNG im INVESTITIONSPROGRAMM 2012 bis 2016 vgl. UA 2401/03";"Schulen";"Städtische Berufsschule I";"1239"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2401.93661";"2";"2401";"93661";2015;0;"Soll";"Ausgabe";"EinR.=9999";"9400";"Schulausstattungen -Ersatzbeschaffung- ";". ERLÄUTERUNG im INVESTITIONSPROGRAMM 2012 bis 2016 vgl. UA 2401/03";"Schulen";"Städtische Berufsschule I";"1239"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2401.9367";"2";"2401";"9367";2015;0;"Soll";"Ausgabe";"";"400";"Beschaffung von Fahrzeugen -Ersatzbeschaffung-";"";"Schulen";"Städtische Berufsschule I";"1239"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2401.9382";"2";"2401";"9382";2015;3800;"Soll";"Ausgabe";"gegsD=2401";"400";"Arbeitsgeräte und Maschinen";"";"Schulen";"Städtische Berufsschule I";"1239"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2401.9389";"2";"2401";"9389";2015;0;"Soll";"Ausgabe";"";"9400";"Erwerb von sonst. beweglichen Sachen des Anlagevermögens";"";"Schulen";"Städtische Berufsschule I";"1239"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2401.9390";"2";"2401";"9390";2015;0;"Soll";"Ausgabe";"EinR.=9170, gegsD=9390";"9170";"Erwerb von beweglichen Sachen des Anlagevermögens EDV-Ausstattung -vgl. HhSt. 1.0601.9390-";"";"Schulen";"Städtische Berufsschule I";"1239"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2401.93901";"2";"2401";"93901";2015;31200;"Soll";"Ausgabe";"EinR.=9170, gegsD=9391";"170";"Erwerb von beweglichen Sachen des Anlagevermögens EDV-Ausstattung - Ersatz";"";"Schulen";"Städtische Berufsschule I";"1239"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2401.93902";"2";"2401";"93902";2015;11700;"Soll";"Ausgabe";"EinR.=9170, gegsD=9391";"170";"Erwerb von beweglichen Sachen des Anlagevermögens EDV-Ausstattung - Neu";"";"Schulen";"Städtische Berufsschule I";"1239"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2401.93906";"2";"2401";"93906";2015;0;"Soll";"Ausgabe";"EinR.=9999";"9400";"Erwerb von beweglichen Sachen des Anlagevermögens ";". ERLÄUTERUNG im INVESTITIONSPROGRAMM 2013 bis 2017 vgl. UA 2401/06";"Schulen";"Städtische Berufsschule I";"1240"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2401.93908";"2";"2401";"93908";2015;45000;"Soll";"Ausgabe";"EinR.=9999";"9400";"Erwerb von beweglichen Sachen des Anlagevermögens ";". ERLÄUTERUNG im INVESTITIONSPROGRAMM 2014 bis 2018 vgl. UA 2401/05+07";"Schulen";"Städtische Berufsschule I";"1240"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2401.9450";"2";"2401";"9450";2015;0;"Soll";"Ausgabe";"gegsD=2241";"9400";"Erweiterungs-, Um- und Ausbauten 3. FA: Außenanlagen";"";"Schulen";"Städtische Berufsschule I";"1240"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2401.94502";"2";"2401";"94502";2015;0;"Soll";"Ausgabe";"";"9400";"Erweiterungs-, Um- und Ausbauten";"";"Schulen";"Städtische Berufsschule I";"1240"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2401.94503";"2";"2401";"94503";2015;0;"Soll";"Ausgabe";"gegsD=2241";"9400";"Erweiterungs-, Um- und Ausbauten Heizungs-, Sanitär- und Lüftungstechnik";"";"Schulen";"Städtische Berufsschule I";"1240"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2401.9451";"2";"2401";"9451";2015;0;"Soll";"Ausgabe";"";"9400";"Erweiterungs-, Um- und Ausbauten";"";"Schulen";"Städtische Berufsschule I";"1240"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2401.9452";"2";"2401";"9452";2015;8000;"Soll";"Ausgabe";"";"400";"Erweiterungs-, Um- und Ausbauten ";"Brandschutzmaßnahmen";"Schulen";"Städtische Berufsschule I";"1240"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2401.9453";"2";"2401";"9453";2015;0;"Soll";"Ausgabe";"EinR.=9999";"9400";"Erweiterungs-, Um- und Ausbauten ";". ERLÄUTERUNG im INVESTITIONSPROGRAMM 2012 bis 2016 vgl. UA 2401/03";"Schulen";"Städtische Berufsschule I";"1240"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2401.9455";"2";"2401";"9455";2015;550000;"Soll";"Ausgabe";"EinR.=9999";"9400";"Erweiterungs-, Um- und Ausbauten ";". ERLÄUTERUNG im INVESTITIONSPROGRAMM 2014 bis 2018 vgl. UA 2401/05";"Schulen";"Städtische Berufsschule I";"1240"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2401.9460";"2";"2401";"9460";2015;0;"Soll";"Ausgabe";"";"400";"Bautechnische Anlagen";"";"Schulen";"Städtische Berufsschule I";"1240"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2401.9490";"2";"2401";"9490";2015;0;"Soll";"Ausgabe";"";"9400";"Baunebenkosten: Hochbau";"";"Schulen";"Städtische Berufsschule I";"1240"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2401.9491";"2";"2401";"9491";2015;0;"Soll";"Ausgabe";"";"9400";"Baunebenkosten: Hochbau";"";"Schulen";"Städtische Berufsschule I";"1240"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2401.9493";"2";"2401";"9493";2015;0;"Soll";"Ausgabe";"EinR.=9999";"9400";"Baunebenkosten: Hochbau ";". ERLÄUTERUNG im INVESTITIONSPROGRAMM 2012 bis 2016 vgl. UA 2401/03";"Schulen";"Städtische Berufsschule I";"1240"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2401.9494";"2";"2401";"9494";2015;0;"Soll";"Ausgabe";"EinR.=9999";"9400";"Baunebenkosten: Hochbau ";". ERLÄUTERUNG im INVESTITIONSPROGRAMM 2014 bis 2018 vgl. UA 2401/04";"Schulen";"Städtische Berufsschule I";"1240"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2401.9495";"2";"2401";"9495";2015;80000;"Soll";"Ausgabe";"EinR.=9999";"9400";"Baunebenkosten: Hochbau ";". ERLÄUTERUNG im INVESTITIONSPROGRAMM 2014 bis 2018 vgl. UA 2401/05";"Schulen";"Städtische Berufsschule I";"1240"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2401.9497";"2";"2401";"9497";2015;0;"Soll";"Ausgabe";"EinR.=9999";"9400";"Baunebenkosten: Hochbau ";". ERLÄUTERUNG im INVESTITIONSPROGRAMM 2014 bis 2018 vgl. UA 2401/07";"Schulen";"Städtische Berufsschule I";"1241"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2401.9630";"2";"2401";"9630";2015;0;"Soll";"Ausgabe";"";"400";"Betriebstechnische Anlagen";"";"Schulen";"Städtische Berufsschule I";"1241"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2401.96302";"2";"2401";"96302";2015;125000;"Soll";"Ausgabe";"EinR.=9999";"9400";"Betriebstechnische Anlagen ";". ERLÄUTERUNG im INVESTITIONSPROGRAMM 2014 bis 2018 vgl. UA 2401/02";"Schulen";"Städtische Berufsschule I";"1241"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2401.96308";"2";"2401";"96308";2015;0;"Soll";"Ausgabe";"EinR.=9999";"9170";"Betriebstechnische Anlagen ";". ERLÄUTERUNG im INVESTITIONSPROGRAMM 2014 bis 2018 vgl. UA 2401/00";"Schulen";"Städtische Berufsschule I";"1241"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2401.96309";"2";"2401";"96309";2015;0;"Soll";"Ausgabe";"EinR.=9170, gegsD=9391";"170";"Betriebstechnische Anlagen Leitungsinstallation und Montagearbeiten für Beamer";"";"Schulen";"Städtische Berufsschule I";"1241"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2401.9631";"2";"2401";"9631";2015;57000;"Soll";"Ausgabe";"EinR.=9999";"9400";"Betriebstechnische Anlagen ";". ERLÄUTERUNG im INVESTITIONSPROGRAMM 2014 bis 2018 vgl. UA 2401/01";"Schulen";"Städtische Berufsschule I";"1241"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2401.9634";"2";"2401";"9634";2015;0;"Soll";"Ausgabe";"EinR.=9999";"9400";"Betriebstechnische Anlagen ";". ERLÄUTERUNG im INVESTITIONSPROGRAMM 2014 bis 2018 vgl. UA 2401/04";"Schulen";"Städtische Berufsschule I";"1241"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2401.9636";"2";"2401";"9636";2015;0;"Soll";"Ausgabe";"EinR.=9999";"9400";"Betriebstechnische Anlagen ";". ERLÄUTERUNG im INVESTITIONSPROGRAMM 2013 bis 2017 vgl. UA 2401/06";"Schulen";"Städtische Berufsschule I";"1241"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2401.9637";"2";"2401";"9637";2015;0;"Soll";"Ausgabe";"EinR.=9999";"9400";"Betriebstechnische Anlagen ";". ERLÄUTERUNG im INVESTITIONSPROGRAMM 2014 bis 2018 vgl. UA 2401/07";"Schulen";"Städtische Berufsschule I";"1241"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2402.3040";"2";"2402";"3040";2015;0;"Soll";"Einnahme";"MaßN.=9909, ZueD-Me=7909";"909";"Zuführung vom Verwaltungshaus- halt für Budgetrücklage bzgl. Budget '0054010'";"";"Schulen";"Städtische Berufsschule II";"1242"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2402.3140";"2";"2402";"3140";2015;0;"Soll";"Einnahme";"MaßN.=9909, ZueD-Me=7909";"909";"Entnahme aus Budgetrücklage bzgl. Budget '0054010'";"";"Schulen";"Städtische Berufsschule II";"1242"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2402.3451";"2";"2402";"3451";2015;0;"Soll";"Einnahme";"";"400";"Verkauf von Austattungs- gegenständen";"";"Schulen";"Städtische Berufsschule II";"1242"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2402.3456";"2";"2402";"3456";2015;0;"Soll";"Einnahme";"";"400";"Ersatzleistung bei Vermögens- schäden an beweglichen Sachen";"";"Schulen";"Städtische Berufsschule II";"1242"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2402.3610";"2";"2402";"3610";2015;0;"Soll";"Einnahme";"";"9400";"Investitionszuweisungen vom Land";"";"Schulen";"Städtische Berufsschule II";"1242"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2402.36101";"2";"2402";"36101";2015;30000;"Soll";"Einnahme";"EinR.=9999";"9400";"Investitionszuweisungen vom Land ";". ERLÄUTERUNG im INVESTITIONSPROGRAMM 2014 bis 2018 vgl. UA 2402/01";"Schulen";"Städtische Berufsschule II";"1242"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2402.36103";"2";"2402";"36103";2015;0;"Soll";"Einnahme";"";"9400";"Investitionszuweisungen vom Land";"";"Schulen";"Städtische Berufsschule II";"1242"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2402.36105";"2";"2402";"36105";2015;180000;"Soll";"Einnahme";"EinR.=9999";"9400";"Investitionszuweisungen vom Land ";". ERLÄUTERUNG im INVESTITIONSPROGRAMM 2014 bis 2018 vgl. UA 2402/05";"Schulen";"Städtische Berufsschule II";"1242"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2402.36106";"2";"2402";"36106";2015;0;"Soll";"Einnahme";"EinR.=9999";"9400";"Investitionszuweisungen vom Land ";". ERLÄUTERUNG im INVESTITIONSPROGRAMM 2014 bis 2018 vgl. UA 2402/06";"Schulen";"Städtische Berufsschule II";"1242"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2402.36108";"2";"2402";"36108";2015;0;"Soll";"Einnahme";"EinR.=9999";"9400";"Investitionszuweisungen vom Land ";". ERLÄUTERUNG im INVESTITIONSPROGRAMM 2014 bis 2018 vgl. UA 2402/08";"Schulen";"Städtische Berufsschule II";"1242"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2402.36109";"2";"2402";"36109";2015;0;"Soll";"Einnahme";"EinR.=9999";"9400";"Investitionszuweisungen vom Land ";". ERLÄUTERUNG im INVESTITIONSPROGRAMM 2014 bis 2018 vgl. UA 2402/09";"Schulen";"Städtische Berufsschule II";"1242"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2402.36110";"2";"2402";"36110";2015;0;"Soll";"Einnahme";"EinR.=9999";"9400";"Investitionszuweisungen vom Land ";". ERLÄUTERUNG im INVESTITIONSPROGRAMM 2013 bis 2017 vgl. UA 2402/10";"Schulen";"Städtische Berufsschule II";"1242"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2402.3612";"2";"2402";"3612";2015;0;"Soll";"Einnahme";"";"9400";"Investitionszuweisungen vom Land";"";"Schulen";"Städtische Berufsschule II";"1242"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2402.3613";"2";"2402";"3613";2015;0;"Soll";"Einnahme";"EinR.=9999";"9400";"Investitionszuweisungen vom Land ";". ERLÄUTERUNG im INVESTITIONSPROGRAMM 2014 bis 2018 vgl. UA 2402/13";"Schulen";"Städtische Berufsschule II";"1242"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2402.3617";"2";"2402";"3617";2015;0;"Soll";"Einnahme";"EinR.=9999";"9400";"Investitionszuweisungen vom Land -Bundesmittel- ";". ERLÄUTERUNG im INVESTITIONSPROGRAMM 2013 bis 2017 vgl. UA 2402/01";"Schulen";"Städtische Berufsschule II";"1243"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2402.3670";"2";"2402";"3670";2015;0;"Soll";"Einnahme";"";"9400";"Investitionszuschüsse von privaten Unternehmen";"";"Schulen";"Städtische Berufsschule II";"1243"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2402.3680";"2";"2402";"3680";2015;0;"Soll";"Einnahme";"";"400";"Investitionszuschüsse vom übrigen Bereich";"";"Schulen";"Städtische Berufsschule II";"1243"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2402.9040";"2";"2402";"9040";2015;0;"Soll";"Ausgabe";"MaßN.=9909, ZueD-Me=7909";"909";"Zuführung zum Verwaltungshaus- halt aus Budgetrücklage bzgl. Budget '0054010' Gesamtbedarf 0 bish. Mittel 0";"";"Schulen";"Städtische Berufsschule II";"1243"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2402.9140";"2";"2402";"9140";2015;0;"Soll";"Ausgabe";"MaßN.=9909, ZueD-Me=7909";"909";"Zuführung an Budgetrücklage bzgl. Budget '0054010' Gesamtbedarf 0 bish. Mittel 0";"";"Schulen";"Städtische Berufsschule II";"1243"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2402.9350";"2";"2402";"9350";2015;0;"Soll";"Ausgabe";"gegsD=1241";"9400";"Erwerb von beweglichen Sachen des Anlagevermögens";"";"Schulen";"Städtische Berufsschule II";"1243"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2402.93503";"2";"2402";"93503";2015;0;"Soll";"Ausgabe";"";"9400";"Erwerb von beweglichen Sachen des Anlagevermögens";"";"Schulen";"Städtische Berufsschule II";"1243"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2402.93509";"2";"2402";"93509";2015;50000;"Soll";"Ausgabe";"EinR.=9999";"9400";"Erwerb von beweglichen Sachen des Anlagevermögens ";". ERLÄUTERUNG im INVESTITIONSPROGRAMM 2014 bis 2018 vgl. UA 2402/09";"Schulen";"Städtische Berufsschule II";"1243"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2402.9351";"2";"2402";"9351";2015;3000;"Soll";"Ausgabe";"gegsD=2402";"400";"Zimmerausstattungen";"";"Schulen";"Städtische Berufsschule II";"1243"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2402.9352";"2";"2402";"9352";2015;33000;"Soll";"Ausgabe";"gegsD=2402";"400";"Arbeitsgeräte und Maschinen";"";"Schulen";"Städtische Berufsschule II";"1243"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2402.93523";"2";"2402";"93523";2015;0;"Soll";"Ausgabe";"";"9400";"Arbeitsgeräte und Maschinen";"";"Schulen";"Städtische Berufsschule II";"1243"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2402.93528";"2";"2402";"93528";2015;0;"Soll";"Ausgabe";"";"400";"Erwerb von beweglichen Sachen des Anlagevermögens -R-Etat-";"";"Schulen";"Städtische Berufsschule II";"1243"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2402.9356";"2";"2402";"9356";2015;0;"Soll";"Ausgabe";"gegsD=2402";"400";"Schulausstattungen";"";"Schulen";"Städtische Berufsschule II";"1243"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2402.93561";"2";"2402";"93561";2015;0;"Soll";"Ausgabe";"";"9400";"Schulausstattungen";"";"Schulen";"Städtische Berufsschule II";"1243"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2402.93563";"2";"2402";"93563";2015;77000;"Soll";"Ausgabe";"EinR.=9999";"9400";"Schulausstattungen ";". ERLÄUTERUNG im INVESTITIONSPROGRAMM 2014 bis 2018 vgl. UA 2402/13";"Schulen";"Städtische Berufsschule II";"1243"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2402.93568";"2";"2402";"93568";2015;0;"Soll";"Ausgabe";"EinR.=9999";"9400";"Schulausstattungen - R - Etat - ";". ERLÄUTERUNG im INVESTITIONSPROGRAMM 2014 bis 2018 vgl. UA 2402/08";"Schulen";"Städtische Berufsschule II";"1243"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2402.9359";"2";"2402";"9359";2015;0;"Soll";"Ausgabe";"gegsD=2402";"170";"Erwerb von sonst. beweglichen Sachen des Anlagevermögens";"";"Schulen";"Städtische Berufsschule II";"1243"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2402.93591";"2";"2402";"93591";2015;0;"Soll";"Ausgabe";"EinR.=9999";"9400";"Erwerb von sonst. beweglichen Sachen des Anlagevermögens ";". ERLÄUTERUNG im INVESTITIONSPROGRAMM 2013 bis 2017 vgl. UA 2402/10";"Schulen";"Städtische Berufsschule II";"1244"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2402.9361";"2";"2402";"9361";2015;6000;"Soll";"Ausgabe";"gegsD=2402";"400";"Zimmerausstattungen -Ersatzbeschaffung-";"";"Schulen";"Städtische Berufsschule II";"1244"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2402.9362";"2";"2402";"9362";2015;38000;"Soll";"Ausgabe";"";"400";"Arbeitsgeräte und Maschinen -Ersatzbeschaffung-";"";"Schulen";"Städtische Berufsschule II";"1244"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2402.93621";"2";"2402";"93621";2015;0;"Soll";"Ausgabe";"EinR.=9999";"9400";"Arbeitsgeräte und Maschinen -Ersatzbeschaffung- ";". ERLÄUTERUNG im INVESTITIONSPROGRAMM 2014 bis 2018 vgl. UA 2402/01";"Schulen";"Städtische Berufsschule II";"1244"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2402.9366";"2";"2402";"9366";2015;38000;"Soll";"Ausgabe";"gegsD=2402";"400";"Schulausstattungen -Ersatzbeschaffung-";"";"Schulen";"Städtische Berufsschule II";"1244"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2402.93660";"2";"2402";"93660";2015;0;"Soll";"Ausgabe";"";"400";"Schulausstattungen -Ersatzbeschaffung- ";"Ersatzausstattung f. diverse Fachbereiche";"Schulen";"Städtische Berufsschule II";"1244"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2402.93661";"2";"2402";"93661";2015;0;"Soll";"Ausgabe";"EinR.=9999";"9400";"Schulausstattungen -Ersatzbeschaffung- ";". ERLÄUTERUNG im INVESTITIONSPROGRAMM 2013 bis 2017 vgl. UA 2402/10";"Schulen";"Städtische Berufsschule II";"1244"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2402.93662";"2";"2402";"93662";2015;0;"Soll";"Ausgabe";"";"9400";"Schulausstattungen -Ersatzbeschaffung-";"";"Schulen";"Städtische Berufsschule II";"1244"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2402.93663";"2";"2402";"93663";2015;0;"Soll";"Ausgabe";"";"400";"Schulausstattungen -Ersatzbeschaffung-";"";"Schulen";"Städtische Berufsschule II";"1244"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2402.93665";"2";"2402";"93665";2015;0;"Soll";"Ausgabe";"EinR.=9999";"9400";"Schulausstattungen -Ersatzbeschaffung- ";". ERLÄUTERUNG im INVESTITIONSPROGRAMM 2014 bis 2018 vgl. UA 2402/05";"Schulen";"Städtische Berufsschule II";"1244"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2402.93668";"2";"2402";"93668";2015;0;"Soll";"Ausgabe";"";"400";"Schulausstattungen -Ersatzbeschaffung- - R - Etat -";"";"Schulen";"Städtische Berufsschule II";"1244"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2402.9386";"2";"2402";"9386";2015;0;"Soll";"Ausgabe";"";"400";"Schulausstattungen";"";"Schulen";"Städtische Berufsschule II";"1244"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2402.9390";"2";"2402";"9390";2015;0;"Soll";"Ausgabe";"EinR.=9170, gegsD=9390";"9170";"Erwerb von beweglichen Sachen des Anlagevermögens EDV-Ausstattung -vgl. HhSt. 1.0601.9390-";"";"Schulen";"Städtische Berufsschule II";"1244"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2402.93901";"2";"2402";"93901";2015;10000;"Soll";"Ausgabe";"EinR.=9170, gegsD=9391";"170";"Erwerb von beweglichen Sachen des Anlagevermögens EDV-Ausstattung - Ersatz";"";"Schulen";"Städtische Berufsschule II";"1244"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2402.93902";"2";"2402";"93902";2015;11700;"Soll";"Ausgabe";"EinR.=9170, gegsD=9391";"170";"Erwerb von beweglichen Sachen des Anlagevermögens EDV-Ausstattung - Neu";"";"Schulen";"Städtische Berufsschule II";"1244"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2402.93908";"2";"2402";"93908";2015;45000;"Soll";"Ausgabe";"EinR.=9999";"9400";"Erwerb von beweglichen Sachen des Anlagevermögens ";". ERLÄUTERUNG im INVESTITIONSPROGRAMM 2014 bis 2018 vgl. UA 2402/13";"Schulen";"Städtische Berufsschule II";"1245"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2402.93909";"2";"2402";"93909";2015;0;"Soll";"Ausgabe";"";"400";"Erwerb von beweglichen Sachen des Anlagevermögens";"";"Schulen";"Städtische Berufsschule II";"1245"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2402.93919";"2";"2402";"93919";2015;0;"Soll";"Ausgabe";"EinR.=9999";"9400";"Erwerb von beweglichen Sachen des Anlagevermögens ";". ERLÄUTERUNG im INVESTITIONSPROGRAMM 2013 bis 2017 vgl. UA 2402/10";"Schulen";"Städtische Berufsschule II";"1245"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2402.94209";"2";"2402";"94209";2015;500000;"Soll";"Ausgabe";"EinR.=9999";"9400";"Gebäudeneubau ";". ERLÄUTERUNG im INVESTITIONSPROGRAMM 2014 bis 2018 vgl. UA 2402/09";"Schulen";"Städtische Berufsschule II";"1245"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2402.9450";"2";"2402";"9450";2015;0;"Soll";"Ausgabe";"";"9400";"Erweiterungs-, Um- und Ausbauten";"";"Schulen";"Städtische Berufsschule II";"1245"
"B";"ermögenshaushalt 2015 - Modell 3 'Entwurf'";"2.2402.94503";"2";"2402";"94503";2015;0;"Soll";"Ausgabe";"";"9400";"Erweiterungs-, Um- und Ausbauten";"";"Schulen";"Städtische Berufsschule II";"1245"
